"","year_data","year","region","region_description","state","offense","occurrence","age","cleared","population","occ_per_100k","clr_per_100k"
"400","2","2016","6","Central","Tennessee","involuntary servitude",0,"adult",0,6590808,0,0
"401","2","2016","11","Gulf Coast West","Texas","involuntary servitude",127,"adult",27,27486814,4.62039725666278,0.982289180550354
"402","2","2016","5","Gulf Coast East","U.S. Virgin Islands","involuntary servitude",0,"adult",0,107710,0,0
"403","2","2016","10","Rockies/Mid-West","Utah","involuntary servitude",0,"adult",0,2982497,0,0
"404","2","2016","2","Mideast North","Vermont","involuntary servitude",0,"adult",0,625197,0,0
"405","2","2016","12","Northeast","Washington","involuntary servitude",1,"adult",1,7163543,0.139595727979856,0.139595727979856
"406","2","2016","7","North Central","Wisconsin","involuntary servitude",1,"adult",0,5761406,0.173568743462967,0
"407","2","2016","10","Rockies/Mid-West","Wyoming","involuntary servitude",2,"adult",1,585668,3.41490400704836,1.70745200352418
"408","3","2017","5","Gulf Coast East","Alabama","involuntary servitude",0,"adult",0,4864745,0,0
"409","3","2017","9","Southwest/Pacific","Alaska","involuntary servitude",1,"adult",0,741504,1.34861039185224,0
"410","3","2017","9","Southwest/Pacific","Arizona","involuntary servitude",7,"adult",4,6945452,1.00785377251185,0.575916441435345
"411","3","2017","8","Plains","Arkansas","involuntary servitude",0,"adult",0,2990410,0,0
"412","3","2017","9","Southwest/Pacific","California","involuntary servitude",0,"adult",0,39209127,0,0
"413","3","2017","10","Rockies/Mid-West","Colorado","involuntary servitude",7,"adult",0,5540921,1.26332788357748,0
"414","3","2017","2","Mideast North","Connecticut","involuntary servitude",0,"adult",0,3578674,0,0
"415","3","2017","3","Mideast South","Delaware","involuntary servitude",0,"adult",0,949216,0,0
"416","3","2017","5","Gulf Coast East","Florida","involuntary servitude",24,"adult",7,20629982,1.16335535338809,0.339311978071527
"417","3","2017","5","Gulf Coast East","Georgia","involuntary servitude",0,"adult",0,10304763,0,0
"418","3","2017","9","Southwest/Pacific","Guam","involuntary servitude",0,"adult",0,162896,0,0
"419","3","2017","9","Southwest/Pacific","Hawaii","involuntary servitude",0,"adult",0,1428105,0,0
"420","3","2017","12","Northeast","Idaho","involuntary servitude",0,"adult",0,1682930,0,0
"421","3","2017","7","North Central","Illinois","involuntary servitude",8,"adult",0,12826895,0.623689521119491,0
"422","3","2017","7","North Central","Indiana","involuntary servitude",1,"adult",0,6633344,0.15075352642649,0
"423","3","2017","10","Rockies/Mid-West","Kansas","involuntary servitude",0,"adult",0,2911263,0,0
"424","3","2017","6","Central","Kentucky","involuntary servitude",14,"adult",0,4438229,3.15441136543428,0
"425","3","2017","11","Gulf Coast West","Louisiana","involuntary servitude",2,"adult",2,4678215,0.427513485378504,0.427513485378504
"426","3","2017","1","New England","Maine","involuntary servitude",0,"adult",0,1331370,0,0
"427","3","2017","4","Mid-Atlantic","Maryland","involuntary servitude",0,"adult",0,6004692,0,0
"428","3","2017","1","New England","Massachusetts","involuntary servitude",11,"adult",2,6826022,1.61148030287626,0.292996418704774
"429","3","2017","6","Central","Michigan","involuntary servitude",11,"adult",0,9951890,1.10531768337472,0
"430","3","2017","7","North Central","Minnesota","involuntary servitude",0,"adult",0,5523409,0,0
"431","3","2017","5","Gulf Coast East","Mississippi","involuntary servitude",0,"adult",0,2988298,0,0
"432","3","2017","8","Plains","Missouri","involuntary servitude",3,"adult",0,6087203,0.492837186471356,0
"433","3","2017","12","Northeast","Montana","involuntary servitude",0,"adult",0,1040863,0,0
"434","3","2017","8","Plains","Nebraska","involuntary servitude",0,"adult",0,1905924,0,0
"435","3","2017","9","Southwest/Pacific","Nevada","involuntary servitude",0,"adult",0,2919772,0,0
"436","3","2017","1","New England","New Hampshire","involuntary servitude",0,"adult",0,1342373,0,0
"437","3","2017","10","Rockies/Mid-West","New Mexico","involuntary servitude",0,"adult",0,2092789,0,0
"438","3","2017","2","Mideast North","New York","involuntary servitude",0,"adult",0,19641589,0,0
"439","3","2017","4","Mid-Atlantic","North Carolina","involuntary servitude",0,"adult",0,10156679,0,0
"440","3","2017","8","Plains","North Dakota","involuntary servitude",1,"adult",0,754353,1.32563932270436,0
"441","3","2017","6","Central","Ohio","involuntary servitude",0,"adult",0,11635003,0,0
"442","3","2017","10","Rockies/Mid-West","Oklahoma","involuntary servitude",0,"adult",0,3926769,0,0
"443","3","2017","12","Northeast","Oregon","involuntary servitude",0,"adult",0,4091404,0,0
"444","3","2017","5","Gulf Coast East","Puerto Rico","involuntary servitude",0,"adult",0,3406495,0,0
"445","3","2017","1","New England","Rhode Island","involuntary servitude",1,"adult",1,1057063,0.946017408612353,0.946017408612353
"446","3","2017","4","Mid-Atlantic","South Carolina","involuntary servitude",4,"adult",0,4958235,0.806738688263061,0
"447","3","2017","8","Plains","South Dakota","involuntary servitude",0,"adult",0,862890,0,0
"448","3","2017","6","Central","Tennessee","involuntary servitude",4,"adult",0,6645011,0.601955361699176,0
"449","3","2017","11","Gulf Coast West","Texas","involuntary servitude",119,"adult",43,27937492,4.25950904970281,1.53915032888421
"450","3","2017","10","Rockies/Mid-West","Utah","involuntary servitude",0,"adult",0,3042613,0,0
"451","3","2017","12","Northeast","Washington","involuntary servitude",1,"adult",1,7294680,0.137086205289334,0.137086205289334
"452","3","2017","7","North Central","Wisconsin","involuntary servitude",6,"adult",2,5772958,1.03932853833338,0.346442846111127
"453","3","2017","10","Rockies/Mid-West","Wyoming","involuntary servitude",0,"adult",0,584290,0,0
"454","0","2014","9","Southwest/Pacific","Alaska","involuntary servitude",0,"juvenile",0,737045,0,0
"455","0","2014","9","Southwest/Pacific","Arizona","involuntary servitude",0,"juvenile",0,6634999,0,0
"456","0","2014","9","Southwest/Pacific","California","involuntary servitude",0,"juvenile",0,38280824,0,0
"457","0","2014","10","Rockies/Mid-West","Colorado","involuntary servitude",2,"juvenile",0,5270482,0.379471934445464,0
"458","0","2014","3","Mideast South","Delaware","involuntary servitude",0,"juvenile",0,923638,0,0
"459","0","2014","5","Gulf Coast East","Florida","involuntary servitude",3,"juvenile",0,19563166,0.153349411848777,0
"460","0","2014","9","Southwest/Pacific","Guam","involuntary servitude",0,"juvenile",0,160375,0,0
"461","0","2014","9","Southwest/Pacific","Hawaii","involuntary servitude",0,"juvenile",0,1408453,0,0
"462","0","2014","12","Northeast","Idaho","involuntary servitude",0,"juvenile",0,1611530,0,0
"463","0","2014","7","North Central","Illinois","involuntary servitude",17,"juvenile",0,12898269,1.31800631542108,0
"464","0","2014","7","North Central","Indiana","involuntary servitude",0,"juvenile",0,6568367,0,0
"465","0","2014","10","Rockies/Mid-West","Kansas","involuntary servitude",0,"juvenile",0,2893510,0,0
"466","0","2014","1","New England","Massachusetts","involuntary servitude",1,"juvenile",0,6713944,0.148943750498962,0
"467","0","2014","6","Central","Michigan","involuntary servitude",1,"juvenile",0,9913349,0.100874084025489,0
"468","0","2014","7","North Central","Minnesota","involuntary servitude",1,"juvenile",0,5413693,0.184716791292007,0
"469","0","2014","8","Plains","Missouri","involuntary servitude",1,"juvenile",0,6040658,0.165544879382345,0
"470","0","2014","5","Gulf Coast East","Mississippi","involuntary servitude",0,"juvenile",0,2988797,0,0
"471","0","2014","12","Northeast","Montana","involuntary servitude",0,"juvenile",0,1013564,0,0
"472","0","2014","9","Southwest/Pacific","Nevada","involuntary servitude",0,"juvenile",0,2776972,0,0
"473","0","2014","6","Central","Ohio","involuntary servitude",0,"juvenile",0,11576576,0,0
"474","0","2014","10","Rockies/Mid-West","Oklahoma","involuntary servitude",0,"juvenile",0,3853205,0,0
"475","0","2014","12","Northeast","Oregon","involuntary servitude",0,"juvenile",0,3922908,0,0
"476","0","2014","8","Plains","South Dakota","involuntary servitude",0,"juvenile",0,842270,0,0
"477","0","2014","6","Central","Tennessee","involuntary servitude",1,"juvenile",0,6493432,0.154001766708268,0
"478","0","2014","11","Gulf Coast West","Texas","involuntary servitude",113,"juvenile",3,26489464,4.26584697976524,0.113252574684033
"479","0","2014","10","Rockies/Mid-West","Utah","involuntary servitude",0,"juvenile",0,2897927,0,0
"480","0","2014","5","Gulf Coast East","U.S. Virgin Islands","involuntary servitude",0,"juvenile",0,108044,0,0
"481","0","2014","12","Northeast","Washington","involuntary servitude",0,"juvenile",0,6962906,0,0
"482","0","2014","10","Rockies/Mid-West","Wyoming","involuntary servitude",1,"juvenile",0,582123,1.71785000764443,0
"483","1","2015","9","Southwest/Pacific","Alaska","involuntary servitude",0,"juvenile",0,736307,0,0
"484","1","2015","9","Southwest/Pacific","Arizona","involuntary servitude",1,"juvenile",0,6733840,0.148503676951041,0
"485","1","2015","8","Plains","Arkansas","involuntary servitude",0,"juvenile",0,2967726,0,0
"486","1","2015","10","Rockies/Mid-West","Colorado","involuntary servitude",6,"juvenile",0,5351218,1.1212400616084,0
"487","1","2015","2","Mideast North","Connecticut","involuntary servitude",0,"juvenile",0,3594783,0,0
"488","1","2015","3","Mideast South","Delaware","involuntary servitude",0,"juvenile",0,932596,0,0
"489","1","2015","5","Gulf Coast East","Florida","involuntary servitude",2,"juvenile",0,19860330,0.100703261224763,0
"490","1","2015","9","Southwest/Pacific","Guam","involuntary servitude",0,"juvenile",0,160967,0,0
"491","1","2015","9","Southwest/Pacific","Hawaii","involuntary servitude",0,"juvenile",0,1414862,0,0
"492","1","2015","12","Northeast","Idaho","involuntary servitude",0,"juvenile",0,1631479,0,0
"493","1","2015","7","North Central","Illinois","involuntary servitude",8,"juvenile",0,12888962,0.620686134383824,0
"494","1","2015","7","North Central","Indiana","involuntary servitude",0,"juvenile",0,6593533,0,0
"495","1","2015","10","Rockies/Mid-West","Kansas","involuntary servitude",0,"juvenile",0,2900896,0,0
"496","1","2015","11","Gulf Coast West","Louisiana","involuntary servitude",0,"juvenile",0,4644204,0,0
"497","1","2015","1","New England","Maine","involuntary servitude",0,"juvenile",0,1330760,0,0
"498","1","2015","4","Mid-Atlantic","Maryland","involuntary servitude",1,"juvenile",0,5958165,0.167836909518283,0
"499","1","2015","1","New England","Massachusetts","involuntary servitude",2,"juvenile",0,6763652,0.295698241127722,0
"500","1","2015","6","Central","Michigan","involuntary servitude",0,"juvenile",0,9930589,0,0
"501","1","2015","7","North Central","Minnesota","involuntary servitude",0,"juvenile",0,5451522,0,0
"502","1","2015","5","Gulf Coast East","Mississippi","involuntary servitude",0,"juvenile",0,2990623,0,0
"503","1","2015","8","Plains","Missouri","involuntary servitude",0,"juvenile",0,6056293,0,0
"504","1","2015","12","Northeast","Montana","involuntary servitude",0,"juvenile",0,1021891,0,0
"505","1","2015","8","Plains","Nebraska","involuntary servitude",0,"juvenile",0,1879522,0,0
"506","1","2015","9","Southwest/Pacific","Nevada","involuntary servitude",2,"juvenile",0,2819012,0.709468423688867,0
"507","1","2015","2","Mideast North","New York","involuntary servitude",0,"juvenile",0,19656330,0,0
"508","1","2015","4","Mid-Atlantic","North Carolina","involuntary servitude",0,"juvenile",0,9933944,0,0
"509","1","2015","6","Central","Ohio","involuntary servitude",0,"juvenile",0,11602973,0,0
"510","1","2015","10","Rockies/Mid-West","Oklahoma","involuntary servitude",2,"juvenile",0,3878367,0.51568095541242,0
"511","1","2015","12","Northeast","Oregon","involuntary servitude",0,"juvenile",0,3964106,0,0
"512","1","2015","5","Gulf Coast East","Puerto Rico","involuntary servitude",0,"juvenile",0,3534874,0,0
"513","1","2015","1","New England","Rhode Island","involuntary servitude",0,"juvenile",0,1056017,0,0
"514","1","2015","4","Mid-Atlantic","South Carolina","involuntary servitude",4,"juvenile",0,4823793,0.829222978680885,0
"515","1","2015","8","Plains","South Dakota","involuntary servitude",0,"juvenile",0,849088,0,0
"516","1","2015","6","Central","Tennessee","involuntary servitude",3,"juvenile",0,6540826,0.458657668007068,0
"517","1","2015","11","Gulf Coast West","Texas","involuntary servitude",187,"juvenile",0,26977142,6.93179433166048,0
"518","1","2015","5","Gulf Coast East","U.S. Virgin Islands","involuntary servitude",0,"juvenile",0,107884,0,0
"519","1","2015","10","Rockies/Mid-West","Utah","involuntary servitude",0,"juvenile",0,2937399,0,0
"520","1","2015","12","Northeast","Washington","involuntary servitude",0,"juvenile",0,7052439,0,0
"521","1","2015","7","North Central","Wisconsin","involuntary servitude",0,"juvenile",0,5751974,0,0
"522","1","2015","10","Rockies/Mid-West","Wyoming","involuntary servitude",1,"juvenile",0,582548,1.7165967439593,0
"523","2","2016","9","Southwest/Pacific","Alaska","involuntary servitude",1,"juvenile",0,737547,1.35584579694582,0
"524","2","2016","9","Southwest/Pacific","Arizona","involuntary servitude",0,"juvenile",0,6833596,0,0
"525","2","2016","8","Plains","Arkansas","involuntary servitude",2,"juvenile",0,2978407,0.67149989910714,0
"526","2","2016","10","Rockies/Mid-West","Colorado","involuntary servitude",22,"juvenile",0,5452107,4.03513724143712,0
"527","2","2016","2","Mideast North","Connecticut","involuntary servitude",1,"juvenile",0,3587509,0.278744945308848,0
"528","2","2016","3","Mideast South","Delaware","involuntary servitude",0,"juvenile",0,941413,0,0
"529","2","2016","5","Gulf Coast East","Florida","involuntary servitude",7,"juvenile",0,20224249,0.346119156266322,0
"530","2","2016","9","Southwest/Pacific","Hawaii","involuntary servitude",0,"juvenile",0,1422484,0,0
"531","2","2016","7","North Central","Illinois","involuntary servitude",3,"juvenile",0,12864342,0.233202755337195,0
"532","2","2016","7","North Central","Indiana","involuntary servitude",0,"juvenile",0,6608296,0,0
"533","2","2016","10","Rockies/Mid-West","Kansas","involuntary servitude",2,"juvenile",0,2909502,0.687402861383151,0
"534","2","2016","11","Gulf Coast West","Louisiana","involuntary servitude",2,"juvenile",0,4664851,0.428738238370314,0
"535","2","2016","4","Mid-Atlantic","Maryland","involuntary servitude",0,"juvenile",0,5986717,0,0
"536","2","2016","1","New England","Massachusetts","involuntary servitude",3,"juvenile",0,6795891,0.441443219145216,0
"537","2","2016","6","Central","Michigan","involuntary servitude",2,"juvenile",0,9932573,0.201357694526886,0
"538","2","2016","7","North Central","Minnesota","involuntary servitude",0,"juvenile",0,5482503,0,0
"539","2","2016","5","Gulf Coast East","Mississippi","involuntary servitude",0,"juvenile",0,2988693,0,0
"540","2","2016","8","Plains","Missouri","involuntary servitude",0,"juvenile",0,6071745,0,0
"541","2","2016","12","Northeast","Montana","involuntary servitude",0,"juvenile",0,1030503,0,0
"542","2","2016","9","Southwest/Pacific","Nevada","involuntary servitude",0,"juvenile",0,2868666,0,0
"543","2","2016","8","Plains","North Dakota","involuntary servitude",1,"juvenile",0,754022,1.32622125083883,0
"544","2","2016","6","Central","Ohio","involuntary servitude",0,"juvenile",0,11617850,0,0
"545","2","2016","10","Rockies/Mid-West","Oklahoma","involuntary servitude",4,"juvenile",0,3909831,1.02306212212241,0
"546","2","2016","12","Northeast","Oregon","involuntary servitude",0,"juvenile",0,4016918,0,0
"547","2","2016","5","Gulf Coast East","Puerto Rico","involuntary servitude",0,"juvenile",0,3473166,0,0
"548","2","2016","1","New England","Rhode Island","involuntary servitude",1,"juvenile",0,1056173,0.946814584353132,0
"549","2","2016","4","Mid-Atlantic","South Carolina","involuntary servitude",7,"juvenile",0,4892253,1.43083360570273,0
"550","2","2016","8","Plains","South Dakota","involuntary servitude",0,"juvenile",0,853933,0,0
"551","2","2016","6","Central","Tennessee","involuntary servitude",0,"juvenile",0,6590808,0,0
"552","2","2016","11","Gulf Coast West","Texas","involuntary servitude",127,"juvenile",0,27486814,4.62039725666278,0
"553","2","2016","5","Gulf Coast East","U.S. Virgin Islands","involuntary servitude",0,"juvenile",0,107710,0,0
"554","2","2016","10","Rockies/Mid-West","Utah","involuntary servitude",0,"juvenile",0,2982497,0,0
"555","2","2016","2","Mideast North","Vermont","involuntary servitude",0,"juvenile",0,625197,0,0
"556","2","2016","12","Northeast","Washington","involuntary servitude",1,"juvenile",0,7163543,0.139595727979856,0
"557","2","2016","7","North Central","Wisconsin","involuntary servitude",1,"juvenile",0,5761406,0.173568743462967,0
"558","2","2016","10","Rockies/Mid-West","Wyoming","involuntary servitude",2,"juvenile",0,585668,3.41490400704836,0
"559","3","2017","5","Gulf Coast East","Alabama","involuntary servitude",0,"juvenile",0,4864745,0,0
"560","3","2017","9","Southwest/Pacific","Alaska","involuntary servitude",1,"juvenile",0,741504,1.34861039185224,0
"561","3","2017","9","Southwest/Pacific","Arizona","involuntary servitude",7,"juvenile",0,6945452,1.00785377251185,0
"562","3","2017","8","Plains","Arkansas","involuntary servitude",0,"juvenile",0,2990410,0,0
"563","3","2017","9","Southwest/Pacific","California","involuntary servitude",0,"juvenile",0,39209127,0,0
"564","3","2017","10","Rockies/Mid-West","Colorado","involuntary servitude",7,"juvenile",0,5540921,1.26332788357748,0
"565","3","2017","2","Mideast North","Connecticut","involuntary servitude",0,"juvenile",0,3578674,0,0
"566","3","2017","3","Mideast South","Delaware","involuntary servitude",0,"juvenile",0,949216,0,0
"567","3","2017","5","Gulf Coast East","Florida","involuntary servitude",24,"juvenile",0,20629982,1.16335535338809,0
"568","3","2017","5","Gulf Coast East","Georgia","involuntary servitude",0,"juvenile",0,10304763,0,0
"569","3","2017","9","Southwest/Pacific","Guam","involuntary servitude",0,"juvenile",0,162896,0,0
"570","3","2017","9","Southwest/Pacific","Hawaii","involuntary servitude",0,"juvenile",0,1428105,0,0
"571","3","2017","12","Northeast","Idaho","involuntary servitude",0,"juvenile",0,1682930,0,0
"572","3","2017","7","North Central","Illinois","involuntary servitude",8,"juvenile",0,12826895,0.623689521119491,0
"573","3","2017","7","North Central","Indiana","involuntary servitude",1,"juvenile",0,6633344,0.15075352642649,0
"574","3","2017","10","Rockies/Mid-West","Kansas","involuntary servitude",0,"juvenile",0,2911263,0,0
"575","3","2017","6","Central","Kentucky","involuntary servitude",14,"juvenile",0,4438229,3.15441136543428,0
"576","3","2017","11","Gulf Coast West","Louisiana","involuntary servitude",2,"juvenile",0,4678215,0.427513485378504,0
"577","3","2017","1","New England","Maine","involuntary servitude",0,"juvenile",0,1331370,0,0
"578","3","2017","4","Mid-Atlantic","Maryland","involuntary servitude",0,"juvenile",0,6004692,0,0
"579","3","2017","1","New England","Massachusetts","involuntary servitude",11,"juvenile",0,6826022,1.61148030287626,0
"580","3","2017","6","Central","Michigan","involuntary servitude",11,"juvenile",0,9951890,1.10531768337472,0
"581","3","2017","7","North Central","Minnesota","involuntary servitude",0,"juvenile",0,5523409,0,0
"582","3","2017","5","Gulf Coast East","Mississippi","involuntary servitude",0,"juvenile",0,2988298,0,0
"583","3","2017","8","Plains","Missouri","involuntary servitude",3,"juvenile",0,6087203,0.492837186471356,0
"584","3","2017","12","Northeast","Montana","involuntary servitude",0,"juvenile",0,1040863,0,0
"585","3","2017","8","Plains","Nebraska","involuntary servitude",0,"juvenile",0,1905924,0,0
"586","3","2017","9","Southwest/Pacific","Nevada","involuntary servitude",0,"juvenile",0,2919772,0,0
"587","3","2017","1","New England","New Hampshire","involuntary servitude",0,"juvenile",0,1342373,0,0
"588","3","2017","10","Rockies/Mid-West","New Mexico","involuntary servitude",0,"juvenile",0,2092789,0,0
"589","3","2017","2","Mideast North","New York","involuntary servitude",0,"juvenile",0,19641589,0,0
"590","3","2017","4","Mid-Atlantic","North Carolina","involuntary servitude",0,"juvenile",0,10156679,0,0
"591","3","2017","8","Plains","North Dakota","involuntary servitude",1,"juvenile",0,754353,1.32563932270436,0
"592","3","2017","6","Central","Ohio","involuntary servitude",0,"juvenile",0,11635003,0,0
"593","3","2017","10","Rockies/Mid-West","Oklahoma","involuntary servitude",0,"juvenile",0,3926769,0,0
"594","3","2017","12","Northeast","Oregon","involuntary servitude",0,"juvenile",0,4091404,0,0
"595","3","2017","5","Gulf Coast East","Puerto Rico","involuntary servitude",0,"juvenile",0,3406495,0,0
"596","3","2017","1","New England","Rhode Island","involuntary servitude",1,"juvenile",0,1057063,0.946017408612353,0
"597","3","2017","4","Mid-Atlantic","South Carolina","involuntary servitude",4,"juvenile",0,4958235,0.806738688263061,0
"598","3","2017","8","Plains","South Dakota","involuntary servitude",0,"juvenile",0,862890,0,0
"599","3","2017","6","Central","Tennessee","involuntary servitude",4,"juvenile",0,6645011,0.601955361699176,0
"600","3","2017","11","Gulf Coast West","Texas","involuntary servitude",119,"juvenile",16,27937492,4.25950904970281,0.572707099119706
"601","3","2017","10","Rockies/Mid-West","Utah","involuntary servitude",0,"juvenile",0,3042613,0,0
"602","3","2017","12","Northeast","Washington","involuntary servitude",1,"juvenile",0,7294680,0.137086205289334,0
"603","3","2017","7","North Central","Wisconsin","involuntary servitude",6,"juvenile",0,5772958,1.03932853833338,0
"604","3","2017","10","Rockies/Mid-West","Wyoming","involuntary servitude",0,"juvenile",0,584290,0,0
